区域,小区名称,户型,面积(㎡),价格(元/月)
丰台,久敬佳苑二苑,3室1厅,102.99平米,4200
丰台,万科紫苑,3房间1卫,52.22平米,7000
丰台,太平桥西里,2室1厅,54.2平米,5300
丰台,西马金润一苑,3室1厅,114.38平米,8400
丰台,景馨苑,2室1厅,98.81平米,7500
丰台,怡海花苑富泽苑,3室2厅,144.32平米,11000
丰台,芳星苑二苑,2室1厅,54.7平米,7400
丰台,御景春天,1室1厅,48.42平米,4700
丰台,蒲黄榆三里,3室1厅,59.02平米,7500
丰台,诺德家苑,2室1厅,90.4平米,5000
丰台,诺德家苑,2室1厅,90.4平米,4800
丰台,公苑懿府,3室2厅,113.49平米,7400
丰台,芳星苑二苑,2室1厅,58.55平米,5800
丰台,珠江峰景,4室1厅,142.49平米,9000
丰台,六里桥北里,1室1厅,34.94平米,4400
丰台,南三环中路,2室1厅,51.9平米,5400
丰台,7克拉,1房间1卫,28.84平米,3700
丰台,玉林西里一苑,2室1厅,49.2平米,4400
丰台,西马金润一苑,3室1厅,113.73平米,8400
丰台,玉皇庄小苑,2室1厅,42.04平米,2700
丰台,红狮家苑,1室1厅,70.43平米,5000
丰台,金泰城迷你,1室1厅,51.09平米,4200
丰台,鑫融皓月,2室1厅,89.54平米,4200
丰台,卢沟桥北里,3室0厅,43.89平米,4200
丰台,万科红,2房间1卫,50.32平米,5800
丰台,青塔秀苑,1室1厅,45.25平米,4000
丰台,春苑,2室1厅,100.59平米,5300
丰台,春苑,2室1厅,114平米,5300
丰台,晓月新城,2室1厅,94.49平米,4000
丰台,顺驰蓝调,1室1厅,54.33平米,4400
丰台,盛今大厦,3室1厅,124.49平米,9500
丰台,三环新城8号院,2室1厅,57.14平米,5000
丰台,万源北路7号院,2室1厅,88.84平米,4500
丰台,方南家苑一期,1室1厅,47.37平米,4400
丰台,张郭庄小苑,1室1厅,39.4平米,2000
丰台,晓月苑三里,3室1厅,90.94平米,4500
丰台,崔村一里,1室1厅,39平米,2500
丰台,宝利欣苑,1室1厅,44.34平米,4900
丰台,盛今大厦,3室1厅,124.49平米,9500
丰台,三环新城8号院,2室1厅,57.14平米,5000
丰台,万源北路7号院,2室1厅,88.84平米,4500
丰台,方南家苑一期,1室1厅,47.37平米,4400
丰台,张郭庄小苑,1室1厅,39.4平米,2000
丰台,崔村一里,1室1厅,39平米,2500
丰台,晓月苑三里,3室1厅,90.94平米,4500
丰台,蓝光云鼎,4房间2卫,49.78平米,9400
丰台,刘家窑西里,2室1厅,48.71平米,4200
丰台,刘家窑南里,2室1厅,44.4平米,4400
丰台,恋日嘉苑二期,3室2厅,157.37平米,11400
丰台,慧时欣苑,2室1厅,108.74平米,7800
丰台,春苑,2室1厅,73.48平米,4400
丰台,天伦锦城,2室1厅,94.73平米,4800
丰台,建邦华府,3室2厅,154.5平米,13000
丰台,石榴苑南里小苑,1室1厅,49.59平米,4400
丰台,天龙华鹤,3房间1卫,111.47平米,9000
丰台,北大地一里,2室1厅,49.93平米,3800
丰台,万年花城四期,2室2厅,85.8平米,5900
丰台,天伦锦城,2室1厅,98.77平米,5400
丰台,万科紫苑,2室1厅,80.44平米,5000
丰台,四方景苑五苑,2室1厅,54.24平米,4800
丰台,看丹路10号院,2室1厅,42.03平米,4800
丰台,天伦锦城,2室1厅,103.82平米,4500
丰台,益星苑,3室2厅,144.97平米,15000
丰台,卢沟桥南里,2室1厅,49.5平米,3200
丰台,司达小苑,2室1厅,47.17平米,5000
丰台,金兴苑,3室1厅,92.48平米,7400
丰台,永翌公馆,1室1厅,74.33平米,5300
丰台,日新家苑,1室1厅,59.44平米,4000
丰台,怡海花苑富润苑,3室1厅,140.78平米,11400
丰台,怡海花苑富泽苑,2室1厅,104.2平米,9000
丰台,怡海花苑富润苑,2室1厅,103.39平米,8400
丰台,前泥洼小苑,2室1厅,88.12平米,5300
丰台,丰益花苑西苑,2室1厅,93.44平米,5300
丰台,百合苑,2室1厅,79.24平米,5400
丰台,铁路小苑,2室1厅,74.41平米,4400
丰台,紫芳苑三苑,3室2厅,145平米,15400
丰台,紫芳苑一苑,3室1厅,148.12平米,11000
丰台,紫芳苑三苑,3室1厅,143.3平米,15000
丰台,新开路15号院,2室1厅,41.7平米,4200
丰台,芳群苑一苑,2室2厅,78.2平米,7800
丰台,欣苑小苑,1室1厅,44.51平米,3400
丰台,恋日花都,2室1厅,54.85平米,5500
丰台,太平桥西里,1室1厅,48.54平米,4800
丰台,太平桥西里,1室1厅,44.07平米,4200
丰台,六里桥7号院,1室0厅,40.72平米,4400
丰台,紫芳苑一苑,2室1厅,72.23平米,7400
丰台,紫芳苑一苑,2室1厅,72.23平米,7400
丰台,冬季星空,2室1厅,53.75平米,4400
丰台,天鸿美域,1室0厅,50.41平米,4800
丰台,青塔南里,2室1厅,54.01平米,4400
丰台,万润风景,1室1厅,43.92平米,4300
丰台,万润风景,1室1厅,49.22平米,4400
丰台,万润风景,1室0厅,44.99平米,4800
丰台,万润风景,1室0厅,40.12平米,4000
丰台,万源西里,2室2厅,49.5平米,4000
丰台,西木樨苑,2室1厅,50.84平米,4400
丰台,苇子坑22号院,1室1厅,34.73平米,3300
丰台,富锦嘉苑四苑,2室2厅,79.02平米,5400
丰台,冬季星空,2室1厅,53.75平米,4400
丰台,天鸿美域,1室0厅,50.41平米,4800
丰台,永翌公馆,1室1厅,74.33平米,5300
丰台,日新家苑,1室1厅,59.44平米,4000
丰台,芳群苑一苑,2室2厅,78.2平米,7800
丰台,花椒树社苑,1室1厅,43平米,4400
丰台,芳星苑三苑,2室0厅,55.52平米,5100
丰台,欣苑小苑,1室1厅,44.51平米,3400
丰台,怡海花苑富润苑,3室1厅,140.78平米,11400
丰台,青塔南里,2室1厅,54.01平米,4400
丰台,恋日花都,2室1厅,54.85平米,5500
丰台,芳古苑二苑,3室2厅,148.92平米,14000
丰台,芳城苑三苑,1室1厅,49.9平米,4000
丰台,万年花城二期,2室1厅,81.45平米,7400
丰台,丽泽雅苑,3室1厅,123.01平米,8500
亦庄开发苑,林肯公寓,4房间3卫,72.95平米,9000
亦庄开发苑,国锐金嵿,4房间3卫,220平米,23000
亦庄开发苑,国融国际,1室1厅,47.78平米,4300
亦庄开发苑,上海沙龙,2室1厅,87.4平米,5400
亦庄开发苑,林肯公苑二期,3房间2卫,115.44平米,10000
亦庄开发苑,林肯公苑二期,3房间2卫,95平米,9000
亦庄开发苑,国锐金嵿,3房间1卫,97.71平米,9000
亦庄开发苑,西晶国际,1室1厅,44.71平米,4400
亦庄开发苑,国锐金嵿,3房间1卫,99.28平米,8400
亦庄开发苑,莱茵河畔,3室2厅,145.42平米,10000
亦庄开发苑,林肯公苑,3房间1卫,57.44平米,5000
亦庄开发苑,西晶国际,1室0厅,34.12平米,3500
亦庄开发苑,金地格林小镇,2室1厅,110.13平米,7800
亦庄开发苑,郁金香舍,3室1厅,124.7平米,9300
亦庄开发苑,新海北里,2室1厅,72.47平米,3800
亦庄开发苑,易居国际,1房间1卫,52.35平米,4400
亦庄开发苑,贵苑南里乙苑,3室1厅,101.21平米,5400
亦庄开发苑,易居国际,4房间1卫,94.47平米,7000
亦庄开发苑,林肯公寓,3房间2卫,48.8平米,7400
亦庄开发苑,新海南里,2室1厅,70.48平米,3800
亦庄开发苑,新海南里,2室1厅,93.24平米,4000
亦庄开发苑,国锐金嵿,4房间2卫,172平米,15000
亦庄开发苑,金地格林5,2室2厅,97.28平米,4400
亦庄开发苑,金地格林5,3室1厅,150.47平米,20000
亦庄开发苑,上海沙龙,1室1厅,41.31平米,4000
亦庄开发苑,国融国际,1室0厅,33平米,3500
亦庄开发苑,林肯公苑,2室1厅,91.52平米,8000
亦庄开发苑,上海沙龙,3室1厅,117.47平米,8500
亦庄开发苑,金地格林5,2室1厅,103.5平米,4200
亦庄开发苑,贵苑西里,2室2厅,84.18平米,4200
亦庄开发苑,贵苑南里丁苑,2室1厅,90.13平米,4400
亦庄开发苑,上海沙龙,1室0厅,43.09平米,4200
亦庄开发苑,贵苑南里乙苑,3室1厅,101.21平米,5400
亦庄开发苑,枫丹壹號二期,3室1厅,94.24平米,7800
亦庄开发苑,贵苑南里丙苑,2室1厅,90.4平米,4400
亦庄开发苑,贵苑西里,2室2厅,89.48平米,4800
亦庄开发苑,荣京丽都,1房间1卫,41.44平米,4000
亦庄开发苑,枫丹壹號二期,3室1厅,112.14平米,8000
亦庄开发苑,君安国际,4房间2卫,140.49平米,13000
亦庄开发苑,荣京丽都,1房间1卫,41.44平米,4300
亦庄开发苑,上海沙龙,1室0厅,43.09平米,4000
亦庄开发苑,林肯公苑二期,3房间1卫,119.78平米,10000
亦庄开发苑,林肯公苑,2房间1卫,49.07平米,4200
亦庄开发苑,上海沙龙,2室1厅,85.75平米,7000
亦庄开发苑,锋创科技苑,1房间1卫,48.83平米,3800
亦庄开发苑,金地格林小镇,4室2厅,214.43平米,20000
亦庄开发苑,样本,4室1厅,158.94平米,7000
亦庄开发苑,林肯公苑二期,3房间2卫,94.88平米,9000
亦庄开发苑,国锐金嵿,4房间2卫,172平米,15000
亦庄开发苑,金地格林5,2室2厅,97.28平米,4400
亦庄开发苑,新海南里,2室1厅,70.48平米,3800
亦庄开发苑,林肯公苑二期A苑,3房间2卫,120.79平米,9000
亦庄开发苑,通泰国际公馆,3室1厅,90平米,5400
亦庄开发苑,枫丹壹号,3室1厅,97.57平米,7800
亦庄开发苑,国融国际,3房间1卫,47.38平米,4700
亦庄开发苑,观海苑,3室2厅,120平米,5400
亦庄开发苑,君安国际,4房间2卫,139平米,12400
亦庄开发苑,易居国际,1房间1卫,52.35平米,4400
亦庄开发苑,金地格林小镇,2室1厅,110.13平米,7800
亦庄开发苑,新海北里,2室1厅,72.47平米,3800
亦庄开发苑,枫丹壹号,3室1厅,97.57平米,7800
亦庄开发苑,林肯公苑二期,3房间1卫,119.78平米,10000
亦庄开发苑,西晶国际,1室1厅,41.99平米,4000
亦庄开发苑,上海沙龙,1室1厅,43.09平米,3800
亦庄开发苑,星岛假日,3室2厅,159.13平米,11000
亦庄开发苑,国锐金嵿,3房间1卫,100.13平米,9000
亦庄开发苑,样本,4室1厅,158.94平米,7000
亦庄开发苑,林肯公苑,3房间1卫,58.47平米,5200
亦庄开发苑,金地格林小镇,4室2厅,214.43平米,20000
亦庄开发苑,百合苑,4室2厅,205.44平米,22000
亦庄开发苑,易居国际,4房间1卫,94.47平米,7000
亦庄开发苑,锋创科技苑,1房间1卫,51.34平米,4400
亦庄开发苑,林肯公苑二期,3房间2卫,121.83平米,8400
亦庄开发苑,上海沙龙,1室0厅,43.09平米,4000
亦庄开发苑,林肯公苑,1房间1卫,44.73平米,4500
亦庄开发苑,富源里,1室1厅,45.49平米,4400
亦庄开发苑,林肯公苑,1房间1卫,37.42平米,4300
亦庄开发苑,林肯公苑,3房间1卫,57.42平米,5300
亦庄开发苑,林肯公苑,3房间1卫,57.44平米,5800
亦庄开发苑,林肯公苑二期,3房间2卫,94.88平米,9000
亦庄开发苑,林肯公苑二期,4房间2卫,148.39平米,13000
亦庄开发苑,新海南里,2室1厅,70.48平米,3800
亦庄开发苑,新海南里,2室1厅,93.24平米,4000
亦庄开发苑,国锐金嵿,4房间2卫,172平米,15000
亦庄开发苑,金地格林5,2室2厅,97.28平米,4400
亦庄开发苑,贵苑南里丙苑,2室1厅,90.4平米,4400
亦庄开发苑,荣京丽都,1房间1卫,41.31平米,3900
亦庄开发苑,枫丹壹號二期,3室1厅,112.14平米,8000
亦庄开发苑,新海南里,2室1厅,71.41平米,3400
亦庄开发苑,荣京丽都,1房间1卫,41.44平米,4300
亦庄开发苑,锋创科技苑,1房间1卫,44.51平米,3800
亦庄开发苑,荣京丽都,1房间1卫,34.12平米,3500
亦庄开发苑,林肯公苑二期,3房间2卫,94.88平米,9000
亦庄开发苑,林肯公苑,3房间1卫,58.47平米,5200
亦庄开发苑,样本,4室1厅,158.94平米,7000
亦庄开发苑,金地格林小镇,4室2厅,214.43平米,20000
亦庄开发苑,上海沙龙,1室0厅,43.09平米,4200
亦庄开发苑,贵苑南里乙苑,3室1厅,101.21平米,5400
亦庄开发苑,新康家苑,3室1厅,147.47平米,9000
亦庄开发苑,境界,4室2厅,210.92平米,24000
亦庄开发苑,贵苑北里甲苑,3室1厅,103.41平米,7000
亦庄开发苑,林肯公寓,3房间2卫,47.35平米,8000
亦庄开发苑,贵苑西里,4室1厅,71.1平米,5000
亦庄开发苑,观海苑,2室1厅,93平米,4000
亦庄开发苑,米拉小镇,1室0厅,43.21平米,3000
亦庄开发苑,林肯公苑二期,4房间2卫,153.28平米,15000
亦庄开发苑,贵苑南里乙苑,3室1厅,101.43平米,5500
亦庄开发苑,鹿鸣苑,2室1厅,55.34平米,4000
亦庄开发苑,林肯公苑二期,4房间2卫,148.39平米,13000
亦庄开发苑,林肯公寓,3房间2卫,48.8平米,7400
亦庄开发苑,林肯公寓,4房间3卫,72.95平米,9000
亦庄开发苑,郁金香舍,2室2厅,94.54平米,7900
亦庄开发苑,金地格林小镇,2室1厅,83.24平米,5800
亦庄开发苑,大雄公寓,1房间1卫,45.73平米,4000
亦庄开发苑,林肯公苑二期,3房间2卫,95平米,9000
亦庄开发苑,一品亦庄,3室2厅,134.03平米,9200
亦庄开发苑,观海苑,2室1厅,93平米,4000
亦庄开发苑,博客雅居,1室1厅,49.85平米,4400
亦庄开发苑,君安国际,3房间2卫,114.52平米,8400
亦庄开发苑,莱茵河畔,3室2厅,145.42平米,10000
亦庄开发苑,天和嘉苑,2室1厅,84平米,4000
亦庄开发苑,富源里,2室2厅,77.01平米,4100
亦庄开发苑,西晶国际,1室0厅,34.12平米,3500
亦庄开发苑,亦苑,4室2厅,137.43平米,10000
亦庄开发苑,易居国际,1房间1卫,52.35平米,4400
亦庄开发苑,金地格林小镇,2室1厅,110.13平米,7800
亦庄开发苑,新海北里,2室1厅,72.47平米,3800
亦庄开发苑,郁金香舍,3室1厅,124.7平米,9300
亦庄开发苑,易居国际,4房间1卫,94.47平米,7000
亦庄开发苑,贵苑西里,2室2厅,84.18平米,4200
亦庄开发苑,贵苑南里丁苑,2室1厅,90.13平米,4400
亦庄开发苑,锋创科技苑,1房间1卫,51.34平米,4400
亦庄开发苑,一世情苑,2室1厅,109.28平米,4300
亦庄开发苑,林肯公苑,2室1厅,91.78平米,8400
亦庄开发苑,国融国际,2房间1卫,47.38平米,4000
亦庄开发苑,国锐金嵿,4房间3卫,220平米,23000
亦庄开发苑,国融国际,1室1厅,47.78平米,4300
亦庄开发苑,上海沙龙,2室1厅,87.4平米,5400
亦庄开发苑,林肯公苑二期,3房间2卫,115.44平米,10000
亦庄开发苑,郁金香舍,2室1厅,89.24平米,7200
亦庄开发苑,国锐金嵿,3房间1卫,99.28平米,8400
亦庄开发苑,国锐金嵿,3房间1卫,97.71平米,9000
亦庄开发苑,西晶国际,1室1厅,44.71平米,4400
亦庄开发苑,林肯公苑,3房间1卫,57.44平米,5000
亦庄开发苑,百合苑,4室2厅,205.44平米,22000
亦庄开发苑,国融国际,1室0厅,33平米,3500
亦庄开发苑,上海沙龙,3室1厅,117.47平米,8500
亦庄开发苑,金地格林5,2室1厅,103.5平米,4200
亦庄开发苑,境界,4室2厅,218.42平米,18000
亦庄开发苑,林肯公苑,4房间3卫,220平米,24000
亦庄开发苑,观海苑,3室2厅,120平米,5200
亦庄开发苑,金地格林小镇,3室2厅,225.5平米,34000
亦庄开发苑,境界,4室2厅,214.78平米,20000
亦庄开发苑,天鹅堡,3室2厅,154.33平米,10000
亦庄开发苑,林肯公苑二期,4房间3卫,225.43平米,23000
亦庄开发苑,君安国际,4房间3卫,155.49平米,14000
亦庄开发苑,林肯公苑,4房间3卫,219.91平米,24000
亦庄开发苑,锋创科技苑,1房间1卫,48.93平米,3900
亦庄开发苑,天鹅堡,3室1厅,99.74平米,4400
亦庄开发苑,锋创科技苑,1房间1卫,47.34平米,4000
亦庄开发苑,锋创科技苑,1房间1卫,44.4平米,4000
亦庄开发苑,卡尔生活馆,4室3厅,427.23平米,25000
亦庄开发苑,郁金香舍,3室2厅,293平米,20000
亦庄开发苑,贵苑北里甲苑,3室1厅,103.41平米,7000
亦庄开发苑,境界,4室2厅,218.42平米,18000
亦庄开发苑,林肯公苑,4房间3卫,220平米,24000
亦庄开发苑,贵苑南里丁苑,1室1厅,44.55平米,4000
亦庄开发苑,米拉小镇,1室0厅,43.21平米,3000
亦庄开发苑,观海苑,2室1厅,93平米,4000
亦庄开发苑,听涛雅苑,1室1厅,42.31平米,4300
亦庄开发苑,瀛海名居,2室3厅,221.32平米,15000
亦庄开发苑,枫丹壹号,3室1厅,97.57平米,5400
亦庄开发苑,新康家苑,3室1厅,145.47平米,8200
亦庄开发苑,新康家苑,3室1厅,147.47平米,9000
亦庄开发苑,境界,4室2厅,210.92平米,24000
亦庄开发苑,林肯公寓,3房间2卫,47.35平米,8000
亦庄开发苑,贵苑西里,4室1厅,71.1平米,5000
亦庄开发苑,君安国际,3房间1卫,105.32平米,8500
亦庄开发苑,一栋洋房,4室2厅,201.8平米,22000
亦庄开发苑,听涛雅苑,3室2厅,120.49平米,9400
亦庄开发苑,莱茵河畔,2室1厅,104.72平米,5800
亦庄开发苑,西京经开壹中心,2室1厅,77.59平米,4500
亦庄开发苑,林肯公苑,2房间1卫,41.27平米,4400
亦庄开发苑,金地格林小镇,4室2厅,174.77平米,12400
亦庄开发苑,贵苑南里乙苑,3室1厅,101.43平米,5500
亦庄开发苑,林肯公苑,5房间3卫,240.52平米,23000
亦庄开发苑,锋创科技苑,1房间1卫,48.83平米,4000
亦庄开发苑,金泰公寓,3室1厅,147.51平米,9000
亦庄开发苑,鹿鸣苑,2室1厅,55.34平米,4000
亦庄开发苑,西京经开荣京道,2房间1卫,102.71平米,5400
亦庄开发苑,国锐金嵿,5房间4卫,249.09平米,24400
亦庄开发苑,贵苑西里,2室1厅,71.47平米,4200
亦庄开发苑,林肯公苑,2房间1卫,44.29平米,4400
亦庄开发苑,新海北里,2室1厅,105.89平米,4400
亦庄开发苑,贵苑西里,2室2厅,84.18平米,4200
亦庄开发苑,林肯公苑,1房间1卫,34.42平米,4300
亦庄开发苑,上海沙龙,3室2厅,117.14平米,8000
亦庄开发苑,枫丹壹號二期,4室2厅,144.43平米,13000
亦庄开发苑,西京经开荣京道,1房间1卫,112.48平米,4400
亦庄开发苑,林肯公苑,1房间1卫,34.5平米,4400
亦庄开发苑,中信墅,4室3厅,359.81平米,44000
亦庄开发苑,君安国际,3房间2卫,114平米,9000
亦庄开发苑,林肯公苑二期,3房间2卫,119.78平米,9000
亦庄开发苑,国锐金嵿,3房间1卫,104平米,9400
亦庄开发苑,西晶国际,2室1厅,53.28平米,4200
亦庄开发苑,新康家苑,3室2厅,128.47平米,7800
亦庄开发苑,林肯公苑二期,3房间2卫,95.35平米,8000
亦庄开发苑,林肯公苑二期,3房间2卫,118.28平米,9000
亦庄开发苑,秋盛居,3室1厅,142.54平米,7800
亦庄开发苑,林肯公苑,2室1厅,92.78平米,8400
亦庄开发苑,林肯公苑,2室1厅,92.7平米,8200
亦庄开发苑,林肯公苑,2室1厅,92.78平米,8700
亦庄开发苑,大道尚庭,4房间2卫,80.08平米,8400
大兴,首邑上城,3房间1卫,72.25平米,4400
大兴,西京城建海梓府,3室2厅,144平米,10000
大兴,兴水家苑,2室1厅,84.04平米,3700
大兴,富强西里,2室1厅,44.75平米,3400
大兴,新里.西斯莱公馆,3室1厅,134.31平米,8100
大兴,金惠苑三里,1室1厅,44.13平米,4300
大兴,三羊里,3室1厅,102.13平米,4400
大兴,首邑溪谷,2室2厅,72.72平米,7000
大兴,九龙家苑北苑,3室2厅,130.03平米,7000
大兴,清和苑,2室1厅,84.07平米,4340
大兴,金融街融汇,2室1厅,79.74平米,4400
大兴,郁花苑一里,2室1厅,94.41平米,4000
大兴,润龙家苑,1室1厅,41.02平米,4000
大兴,滨河西里北苑,2室1厅,73.53平米,4000
大兴,翡翠城二期,4室2厅,181.84平米,14000
大兴,西亚五环国际,3房间1卫,92.27平米,4400
大兴,金融街融汇,2室1厅,59.2平米,4000
大兴,宏大南苑,2室2厅,89.9平米,4400
大兴,清逸苑,1室1厅,45.54平米,3400
大兴,中信新城西苑,3室1厅,140.84平米,9400
大兴,清逸苑,2室1厅,54.55平米,4500
大兴,新居里,2室2厅,110平米,3500
大兴,西亚五环国际,1房间1卫,34.8平米,3500
大兴,兴华苑,2室1厅,99.57平米,4100
大兴,顺驰领海,3室2厅,112.81平米,5400
大兴,双河北里,3室1厅,70.22平米,3400
大兴,云龙家苑,2室1厅,94.34平米,3800
大兴,润龙家苑,3室1厅,107.54平米,5400
大兴,原生墅,3室1厅,144.77平米,9300
大兴,西京城建海梓府,2室1厅,82.92平米,7200
大兴,紫宸苑,2室1厅,84平米,3400
大兴,宝利茉莉公馆,2室1厅,84.04平米,5000
大兴,朗润苑二期,2室1厅,83.15平米,7300
大兴,枣苑北里,2室1厅,50.23平米,4000
大兴,首邑溪谷,2室1厅,49.48平米,4400
大兴,波普公社,2房间1卫,45.59平米,3400
大兴,鸿坤林语墅,4室2厅,342.1平米,40000
大兴,清和苑,3室1厅,91.3平米,4400
大兴,远洋天著二期,3室1厅,158平米,9000
大兴,泰中花苑,2室1厅,93.58平米,4300
大兴,同庆苑,2室1厅,75.52平米,3800
大兴,亦庄北岸,1室0厅,38.58平米,3200
大兴,兴海苑,2室1厅,94.8平米,3400
大兴,瀛嘉汇,2房间1卫,50平米,3300
大兴,兴涛社苑,2室2厅,109.13平米,4800
大兴,珺悦国际,3房间1卫,78.07平米,4300
大兴,彩虹新城,1室1厅,50.25平米,4200
大兴,绿林苑,2室2厅,95.77平米,4200
大兴,鸿坤理想城礼域府,3室2厅,139.58平米,8400
大兴,波普公社,1房间1卫,47.35平米,3400
大兴,首邑溪谷,2室1厅,40.38平米,4400
大兴,富强西里,1室1厅,41.34平米,3400
大兴,富力盛悦居,4房间1卫,99.02平米,9000
大兴,南海家苑四里,3室1厅,98平米,4000
大兴,绿地中央广场,2房间1卫,49.59平米,5800
大兴,玉璟苑,1室1厅,55.44平米,3000
大兴,清源西里,1室1厅,47.04平米,3200
大兴,西京城建海梓府,3室1厅,99.94平米,7500
大兴,宝利茉莉公馆,3室1厅,89.99平米,5000
大兴,德茂小苑,2室1厅,59.22平米,3300
大兴,兴城丽源,2室1厅,84.91平米,4000
大兴,华润公元九里,3室2厅,147.14平米,12000
大兴,三羊里,2室2厅,92.13平米,4400
大兴,郁花苑三里,2室1厅,91.43平米,4000
大兴,顺驰领海,3室2厅,147.72平米,7400
大兴,黄村西里,2室1厅,43.19平米,3100
大兴,宏福苑,3室1厅,91.82平米,4800
大兴,那尔水晶城,1室1厅,59.23平米,4300
大兴,郁花苑三里,2室1厅,93.52平米,4400
大兴,芳源里,2室1厅,97.9平米,4400
大兴,美然绿色家苑,2室1厅,98.42平米,4800
大兴,西京城建海梓府,3室1厅,99.94平米,7400
大兴,旭辉御府,3室2厅,154.04平米,10000
大兴,同华苑,2室1厅,74.2平米,4400
大兴,双河南里,2室1厅,74.74平米,3200
大兴,艺苑桐城,2室1厅,91.07平米,4700
大兴,兴海苑,2室1厅,84.05平米,3400
大兴,三槐家苑,2室1厅,85平米,3500
大兴,上林苑,2室1厅,105.84平米,4800
大兴,西京城建海梓府,4室3厅,223平米,18000
大兴,郁花苑二里,1室1厅,44.27平米,3300
大兴,清和苑,2室1厅,71.47平米,4300
大兴,康庄路42号院,3室1厅,105.75平米,4400
大兴,康盛苑,2室1厅,83.17平米,4400
大兴,宣颐家苑,2室1厅,107.15平米,4300
大兴,世嘉博苑,1室1厅,43.3平米,4500
大兴,万科天地,3房间2卫,42.43平米,4200
大兴,波普公社,2房间1卫,54.49平米,4200
大兴,鸿坤理想城大满贯,2室1厅,55.37平米,4400
大兴,宏大中苑,2室1厅,89.79平米,4200
大兴,亦庄北岸,1室0厅,40.13平米,3300
大兴,枣苑北里,2室1厅,54.18平米,4000
大兴,金茂逸墅,4室2厅,140平米,14000
大兴,兴华苑,2室1厅,78.53平米,4800
大兴,金茂逸墅,4室2厅,210.07平米,14000
大兴,清和苑,3室1厅,91.3平米,4000
大兴,德茂小苑,3室1厅,71.03平米,4200
大兴,鸿坤理想城派郡18号院,2室1厅,94.24平米,5400
大兴,郁花苑三里,2室1厅,79.43平米,4000
大兴,金融街融汇,2室1厅,82.12平米,4800
大兴,富力丹麦小镇,2室2厅,95.03平米,3800
大兴,兴水家苑,2室1厅,103平米,4000
大兴,鸿坤林语墅,4室2厅,334.08平米,40000
大兴,德茂小苑,2室1厅,49.84平米,3700
大兴,枣苑尚城,2室1厅,82平米,4800
大兴,西亚五环国际,3房间1卫,92.27平米,4000
大兴,清源西里,1室1厅,42.9平米,3700
大兴,首邑溪谷,2室1厅,44.53平米,4700
大兴,清乐苑,2室1厅,54.1平米,4300
大兴,艺苑桐城,2室1厅,91.07平米,4700
大兴,上林苑,2室1厅,105.84平米,4800
大兴,三槐家苑,2室1厅,85平米,3500
大兴,兴海苑,2室1厅,84.05平米,3400
大兴,同庆苑,2室1厅,75.52平米,3800
大兴,彩虹新城,1室1厅,50.25平米,4200
大兴,鸿坤理想城礼域府,3室2厅,139.58平米,8400
大兴,波普公社,1房间1卫,47.35平米,3400
大兴,鹿海苑一里,1室1厅,51.38平米,3200
大兴,金融街融汇,2室1厅,72.99平米,4400
大兴,玉璟苑,1室1厅,55.44平米,3000
大兴,新安里,1室1厅,43.03平米,3200
大兴,灵秀山庄,3室1厅,95.47平米,4900
大兴,郁花苑三里,2室1厅,79.43平米,4000
大兴,黄村西里,2室1厅,43.19平米,3100
大兴,宣颐家苑,2室1厅,42.42平米,4000
大兴,金华苑,2室2厅,114.72平米,4400
大兴,那尔水晶城,1室1厅,59.23平米,4300
大兴,兴华苑,2室2厅,95.45平米,4800
大兴,枣苑西里,2室1厅,71.84平米,4400
大兴,清澄名苑北苑,2室2厅,121.45平米,5200
大兴,顺驰领海,2室1厅,91.35平米,4400
大兴,漪景苑,2室2厅,79.41平米,3400
大兴,清澄名苑北苑,1室0厅,44.29平米,4000
大兴,西京城建海梓府,2室2厅,90平米,7400
大兴,清欣苑,2室1厅,71.47平米,4000
大兴,福苑小苑,2室1厅,72.02平米,3900
大兴,西亚五环国际,3房间1卫,98.74平米,4000
大兴,清澄名苑南苑,3室2厅,141.37平米,5800
大兴,云龙家苑,2室1厅,57.79平米,4000
大兴,富力盛悦居,3室1厅,95.14平米,8400
大兴,鸿坤理想城礼域府,2室1厅,93.45平米,4800
大兴,德茂佳苑,1室1厅,57.8平米,3100
大兴,同兴苑,3室1厅,79.17平米,4800
大兴,兴海苑,2室1厅,75.42平米,3300
大兴,枣苑小苑,1室1厅,45.28平米,3000
大兴,鸿坤理想城大满贯,2室1厅,55.48平米,4300
大兴,金色漫香林三期,3室1厅,91.93平米,5300
大兴,巧克力城,1室1厅,48.1平米,4200
大兴,同福苑,2室1厅,73.07平米,3200
大兴,同兴苑,2室1厅,72.3平米,4400
大兴,枣苑小苑,3室1厅,81.92平米,4800
大兴,亲亲我家,4室2厅,181.31平米,15000
大兴,郁花苑三里,1室1厅,58.54平米,3800
大兴,郁花苑三里,2室1厅,79.43平米,4000
大兴,灵秀山庄,3室1厅,95.47平米,4900
大兴,宣颐家苑,2室1厅,42.42平米,4000
大兴,康泰苑,2室1厅,81.04平米,4000
大兴,金色漫香林二期,2室1厅,90.1平米,4800
大兴,锦华苑,1室1厅,58.04平米,3400
大兴,亦庄北岸,2室1厅,53.44平米,4400
大兴,润龙家苑,3室1厅,105.78平米,5800
大兴,中信新城西苑,3室2厅,170.51平米,9400
大兴,兴都苑,1室1厅,42.95平米,3500
